author_std,wdname,qid,result,gender,sex,birth,death,birth_year,death_year,author
РушкисВ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рушкис, В.; Рушкис, Вая."
РыбакН,"Рыбак, Натан Самойлович",Q4401390,1,m,male,NA,NA,1912,1978,"Рыбак, Н.; Рыбак, Натан"
РыбакС,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рыбак, С."
РыбаковАН,"Рыбаков, Анатолий Наумович",Q434926,1,m,male,NA,NA,1911,1998,"Рыбаков, А.; Рыбаков, А. Н.; Рыбаков, Анатолий"
РыбаковГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыбаков, Герман"
РыбаковК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыбаков, Константин"
РыбаковМ,"Рыбаков, Миклай",Q4401415,1,m,male,NA,NA,1932,2004,"Рыбаков, Миклай"
РыбаковСП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыбаков, С. П."
РыбаковаМ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рыбакова, М."
РыбаковаР,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рыбакова, Р.; Рыбакова, Раиса"
РыбалкоВС,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рыбалко, В. С."
РыбачукА,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рыбачук, Ада."
РыбкинА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыбкин, А."
РыбкоН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыбко, Н.; Рыбко, Никифор"
РыбниковаМА,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рыбникова, М. А."
РыбочкинА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыбочкин, Анатолий"
РыдановаИИ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рыданова, И. И."
РыдникВИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыдник, В.; Рыдник, В. И.; Рыдник, Виталий"
РыжакММ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рыжак, М. М."
РыжаковВС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжаков, В.; Рыжаков, В. С.; Рыжаков, Вадим"
РыженкоИ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рыженко, И."
РыжиковА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжиков, А."
РыжихНП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжих, Н. П.; Рыжих, Николай"
РыжковВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжков, В."
РыжковД,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжков, Д."
РыжмановГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжманов, Г."
РыжовАК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжов, А.; Рыжов, А. К."
РыжовИ,"Рыжов, Иван Алексеевич",Q105734971,1,m,male,NA,NA,1936,2006,"Рыжов, Иван"
РыжовФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыжов, Федор"
РыжоваЭ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рыжова, Э."
РыкачевЯ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыкачев, Я."
РыклинГЕ,"Рыклин, Григорий Ефимович",Q4401888,1,m,male,NA,NA,1894,1975,"Рыклин, Г.; Рыклин, Г. Е.; Рыклин, Григорий"
РыковС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыков, С."
РыкунинБВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рыкунин, Б.; Рыкунин, Б. В."
РылеевКФ,"Рылеев, Кондратий Фёдорович ;Рылеев, Кондратий Федорович",Q49509,1,m,male,NA,NA,1795,1826,"Рылеев, К. Ф."
РыленковНИ,"Рыленков, Николай Иванович",Q4401937,1,m,male,NA,NA,1909,1969,"Рыленков, Н.; Рыленков, Н. И.; Рыленков, Николай"
РыловА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рылов, А."
РыльX,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рыль, X."
РылькоА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рылько, Алесь"
РыльскийМФ,"Рыльский, Максим Фаддеевич",Q2638198,1,m,male,NA,NA,1895,1964,"Рыльский, М.; Рыльский, М. Ф.; Рыльский, Максим"
РымкевичПА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рымкевич, П. А."
РысбаевС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рысбаев, Сатымбек"
РысевЮВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рысев, Ю. В."
РыссВЛ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рысс, В. Л."
РыссЕС,"Рысс, Евгений Самойлович",Q4402061,1,m,male,NA,NA,1908,1973,"Рысс, Е.; Рысс, Е. С.; Рысс, Евг.; Рысс, Евгений"
РытхэуЮ,"Рытхэу, Юрий Сергеевич",Q44940,1,m,male,NA,NA,1930,2008,"Рытхеу, Ю.; Рытхэу, Ю.; Рытхэу, Юрий"
РычаговА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рычагов, А."
РюминВВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рюмин, В. В."
РябикинБ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябикин, Б."
РябининБС,"Рябинин, Борис Степанович",Q4402330,1,m,male,NA,NA,1911,1990,"Рябинин, Б.; Рябинин, Б. С.; Рябинин, Борис"
РябовА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябов, А."
РябовБ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябов, Б."
РябовВФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябов, В. Ф."
РябовИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябов, И."
РябовН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябов, Н."
РябовНФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябов, Н. Ф."
РябовПН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябов, П. Н."
РябоваНИ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рябова, Н. И.; Рябова, Наталия"
РябоклячА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Рябокляч, А."
РябухаД,"Рябуха, Дмитрий Евдокимович",Q12540746,1,m,male,NA,NA,1922,1972,"Рябуха, Д.; Рябуха, Дмитрий"
РябухинАГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябухин, А. Г."
РябченкоГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябченко, Г.; Рябченко, Георгий"
РябчиковЕИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябчиков, Е. И.; Рябчиков, Евг.; Рябчиков, Евгений"
РябчиковЕФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рябчиков, Е."
РядченкоИИ,"Рядченко, Иван Иванович",Q12149589,1,-,male,NA,NA,1924,1997,"Рядченко, И. И."
РяжскийН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Ряжский, Н."
РязановК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рязанов, К."
РязановН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рязанов, Н."
РязановаЕ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рязанова, Е."
РязановаЕМ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Рязанова, Е. М.; Рязанова, Екатерина"
РязанцевВГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Рязанцев, В.; Рязанцев, В. Г."
РяховскийБП,"Ряховский, Борис Петрович",Q70252752,1,m,male,NA,NA,1937,NA,"Ряховский, Б. П.; Ряховский, Борис"
РяховскийВ,"Ряховский, Василий Дмитриевич",Q4402799,1,m,male,NA,NA,1897,1951,"Ряховский, В.; Ряховский, Василий"
С. Н.,NA,NA,NA,-,NA,NA,NA,NA,NA,С. Н.
СааковаВ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Саакова, В."
СаарЮ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Саар, Ю.; Саар, Юхан"
СабатиниР,"Сабатини, Рафаэль",Q345104,1,m,male,NA,NA,1875,1950,"Сабатини, Р.; Сабатини, Рафаэль"
СабахаттинА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сабахаттин, Али."
СабашниковаН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сабашникова, Н."
СабенцоваММ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сабенцова, М. М."
СабилоИИ,"Сабило, Иван Иванович",Q4403473,1,-,male,NA,NA,1940,NA,"Сабило, И. И."
СабининаЛН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сабинина, Л. Н."
СабирА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сабир, А."
СабирМА,"Сабир, Мирза Алекпер",Q2651897,1,m,male,NA,NA,1862,1911,"Сабир, М.; Сабир, М. А.; Сабир, Мирза Алекпер"
СабировС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сабиров, Сафа"
СабитовГ,"Сабитов, Габдулхай Валеевич",Q20589582,1,m,male,NA,NA,1931,1995,"Сабитов, Г."
СаблинАГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саблин, А. Г."
СаблинВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саблин, В.; Саблин, Вс.; Саблин, Всеволод"
СабоМ,"Сабо, Магда",Q231948,1,-,female,NA,NA,1917,2007,"Сабо, Магда"
СабунаевВБ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сабунаев, В. Б.; Сабунаев, Василий"
СабунаевД,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сабунаев, Д.; Сабунаев, Дмитрий"
СабуровАН,"Сабуров, Александр Николаевич",Q2467230,1,m,male,NA,NA,1908,1974,"Сабуров, А."
СаввинВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саввин, В."
СаввинНА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саввин, Н. А."
СавельевВ,"Савельев, Виктор",NA,2,m,NA,NA,NA,NA,NA,"Савельев, В."
СавельевЛС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савельев, Л.; Савельев, Л. С.; Савельев, Леонид"
СавельевМФ,"Савельев, Михаил Федорович",NA,2,m,NA,NA,NA,NA,NA,"Савельев, М."
СавельевП,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савельев, П."
СавельеваЛ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Савельева, Л."
СавельеваЭ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Савельева, Э."
СавенкоВС,NA,NA,NA,-,NA,NA,NA,NA,NA,"Савенко, В. С."
СавенковРА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савенков, Р. А."
СавинВА,"Савин, Виктор Афанасьевич",NA,2,m,NA,NA,NA,NA,NA,"Савин, В.; Савин, Виктор"
СавинВФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савин, В. Ф.; Савин, Валентин"
СавинЮИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савин, Ю. И."
СавинаЛ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Савина, Л."
СавинаМФ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Савина, М. Ф."
СавиновЕ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савинов, Евгений"
СавицкийГВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савицкий, Г. В."
СавичевГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савичев, Г."
СавостенокПН,NA,NA,NA,-,NA,NA,NA,NA,NA,"Савостенок, П. Н."
СавостинН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савостин, Н.; Савостин, Николай"
СавранскийБ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савранский, Б."
СавченкоА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Савченко, А."
СавченкоВИ,"Савченко, Владимир Иванович",Q1460719,1,-,male,NA,NA,1933,2005,"Савченко, В.; Савченко, В. И.; Савченко, Вл."
СавченкоВалИ,"Савченко, Валерий Игоревич",Q12150035,1,m,male,NA,NA,1926,NA,"Савченко, Валерий"
СавченкоГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Савченко, Георгий"
СавченкоН,NA,NA,NA,-,NA,NA,NA,NA,NA,"Савченко, Н."
СагайдакАШ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сагайдак, А. Ш."
СагаловЗВ,"Сагалов, Зиновий Вульфович ;Сагалов, Зиновий Владимирович",Q4404395,1,m,male,NA,NA,1930,2020,"Сагалов, З. В."
Саган-ОолО,"Саган-оол, Олег Карламович",Q4404401,1,m,male,NA,NA,1912,1971,"Саган-Оол, Олег; Саганоол, Олег"
СагдеевР,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сагдеев, Ракип"
СагдиевР,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сагдиев, Ракип"
СагдуллаШ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сагдулла, Ш.; Сагдулла, Шукур"
СагдуллаеваЯ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сагдуллаева, Я."
СагиянА,"Сагиян, Амо",Q5645924,1,-,male,NA,NA,1914,1993,"Сагиян, А."
СадиленкоА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садиленко, Алексей"
СадиленкоК,NA,NA,NA,-,NA,NA,NA,NA,NA,"Садиленко, К."
СадковичМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садкович, М.; Садкович, Микола"
Садов,NA,NA,NA,m,NA,NA,NA,NA,NA,Садов
СадовниковВМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садовников, В. М."
СадовниковГМ,"Садовников, Георгий Михайлович",Q4404681,1,m,male,NA,NA,1932,2014,"Садовников, Г. М.; Садовников, Георгий"
СадовниковД,"Садовников, Дмитрий Николаевич",Q144519,1,m,male,NA,NA,1847,1883,"Садовников, Д."
СадовскаяМ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Садовская, Мария"
СадовскийА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садовский, А.; Садовский, Александр"
СадовскийВЛ,"Садовский, Владимир Лаврентьевич",Q4404781,1,m,male,NA,NA,1909,1973,"Садовский, В.; Садовский, В. Л.; Садовский, Вл.; Садовский, Владимир"
СадовскийМР,"Садовский, Михаил Рафаилович",Q4404790,1,m,male,NA,NA,1937,NA,"Садовский, М.; Садовский, М. Р.; Садовский, Мих.; Садовский, Михаил"
СадовянуМ,"Садовяну, Михаил",Q526518,1,m,male,NA,NA,1880,1961,"Садовяну, М.; Садовяну, Михаил"
СадомирскийМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садомирский, М."
СадомскаяС,NA,NA,NA,f,NA,NA,NA,NA,NA,"Садомская, С."
СадофьевИ,"Садофьев, Илья Иванович",Q4404872,1,m,male,NA,NA,1889,1965,"Садофьев, И."
СадретдиновМС,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садретдинов, М. С."
СадриГ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Садри, Г."
СадриМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садри, Мухамед"
СадриХ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садри, Халик"
СадуллаШ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Садулла, Ш."
СадыбакасовШ,"Садыбакасов, Шатман",Q20628844,1,m,male,NA,NA,1932,1983,"Садыбакасов, Ш."
СадыгФ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Садыг, Фикрет"
СадыкА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Садык, А."
СадыковШ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садыков, Ш."
СадырбаевД,NA,NA,NA,m,NA,NA,NA,NA,NA,"Садырбаев, Д."
СаенкоА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саенко, Александр"
СажинЗ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сажин, З."
СажинЗА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сажин, З. А."
СажневЕВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сажнев, Е. В."
СазановИ,"Сазанов, Иван Дмитриевич",Q16693828,1,m,male,NA,NA,1876,1933,"Сазанов, И."
СазоновАА,"Сазонов, Александр Александрович",NA,2,m,NA,NA,NA,NA,NA,"Сазонов, А. А."
СазоновАП,"Сазонов, Анатолий Пантелеймонович",NA,2,m,NA,NA,NA,NA,NA,"Сазонов, А. П."
СазоновЕ,"Сазонов, Евгений Юрьевич",Q19916287,1,m,male,NA,NA,1936,NA,"Сазонов, Евгений"
СаидовБ,"Саидов, Билал Саидович",Q18674959,1,m,male,NA,NA,1914,1994,"Саидов, Б.; Саидов, Билал"
СайгинМЛ,"Сайгин, Михаил Лукьянович",Q17367884,1,m,male,NA,NA,1913,2007,"Сайгин, М.; Сайгин, М. Л.; Сайгин, Михаил"
Сайяр,NA,NA,NA,-,NA,NA,NA,NA,NA,Сайяр
СакевичА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сакевич, А."
СаковецВИ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Саковец, В. И."
СаконскаяНП,"Саконская, Нина Павловна",Q4405453,1,f,female,NA,NA,1896,1951,"Саконская, Н.; Саконская, Н. П.; Саконская, Нина"
СаксаганскийТД,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саксаганский, Т. Д."
СаксеА,"Саксе, Анна Оттовна",Q771074,1,f,female,NA,NA,1905,1981,"Саксе, Анна"
СаксоновВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саксонов, В.; Саксонов, Владимир"
СаксонскаяН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Саксонская, Нина"
СакулинаН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сакулина, Н."
СалаиЛ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Салаи, Ленке"
Салаткина-ВакувагирА,NA,NA,NA,f,NA,NA,NA,NA,NA,"Салаткина-Вакувагир, А."
СалениекЭ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Салениек, Эд.; Салениек, Эдуард"
СалимовБ,"Салимов, Байрам Наврузбекович",Q4405818,1,m,male,NA,NA,1929,2014,"Салимов, Байрам"
СалихА,"Салих, Ата",Q12079594,1,-,male,NA,NA,1908,1964,"Салих, Ата"
СалиховК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Салихов, К."
Салтыков-ЩедринМЕ,"Салтыков-Щедрин, Михаил Евграфович",Q211785,1,m,male,NA,NA,1826,1889,"Салтыков-Щедрин, М. Е.; Салтыков-Щедрин, М.Е."
СалуриР,NA,NA,NA,-,NA,NA,NA,NA,NA,"Салури, Р."
СалуцкийАС,"Салуцкий, Анатолий Самуилович",Q4406096,1,m,male,NA,NA,1938,NA,"Салуцкий, А.; Салуцкий, А. С.; Салуцкий, Анатолий"
СалынскийАД,"Салынский, Афанасий Дмитриевич",Q4406120,1,m,male,NA,NA,1920,1993,"Салынский, А.; Салынский, А. Д."
СальгариЭ,"Сальгари, Эмилио",Q309786,1,-,male,NA,NA,1862,1911,"Сальгари, Э."
СальниковАА,"Сальников, Анатолий Алексеевич",Q70252672,1,m,male,NA,NA,1926,2001,"Сальников, А. А."
СальниковАИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сальников, А."
СальниковЮВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сальников, Ю.; Сальников, Ю. В.; Сальников, Юрий"
СальниковЮФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сальников, Ю. Ф."
СальниковаА,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сальникова, А."
СамаринВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самарин, Виктор"
СамарцевЛ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самарцев, Л."
СамбуровИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самбуров, И."
СамвелянНГ,"Самвелян, Николай Григорьевич",Q19772483,1,-,male,NA,NA,1936,1992,"Самвелян, Н. Г."
СамойленкоА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самойленко, Александр"
СамойловДС,"Самойлов, Давид Самуилович ;Самойлов, Давид Самойлович",Q2362317,1,m,male,NA,NA,1920,1990,"Самойлов, Д.; Самойлов, Д. С."
СамойловФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самойлов, Ф."
СамойловаЕ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Самойлова, Е."
СамойловаМ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Самойлова, М."
СамойловичМ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Самойлович, М."
СамохваловАН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самохвалов, А.; Самохвалов, А. Н.; Самохвалов, Александр"
СамохинЕ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самохин, Ев."
СамохинФИ,"Самохин, Фёдор Иванович",Q65163420,1,m,male,NA,NA,1918,1992,"Самохин, Ф. И."
СамочерноваМВ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Самочернова, М. В."
СамсоновВА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, В. А."
СамсоновВН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, Владимир"
СамсоновВФ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, В."
СамсоновГ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, Г."
СамсоновЕВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, Е. В."
СамсоновК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, К."
СамсоновМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, Михаил"
СамсоновСН,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самсонов, С.; Самсонов, С. Н.; Самсонов, Семен"
СамсоновЮС,"Самсонов, Юрий Степанович",Q4407052,1,m,male,NA,NA,1930,1992,"Самсонов, Ю.; Самсонов, Ю. С.; Самсонов, Юрий"
СамсоноваИ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Самсонова, Ирина"
СамсоноваЛ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Самсонова, Л."
СамулявиченеС,NA,NA,NA,-,NA,NA,NA,NA,NA,"Самулявичене, С."
СамунинМ,"Самунин, Михаил Николаевич",Q97663473,1,m,male,NA,NA,1907,1974,"Самунин, М."
СамусенкоЭ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Самусенко, Эдуард"
Сан-Марку,NA,NA,NA,-,NA,NA,NA,NA,NA,Сан-Марку
СанакоевВ,"Санакоев, Васо Михайлович",Q21534935,1,m,male,NA,NA,1901,1978,"Санакоев, Васо"
СанаровХ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Санаров, Халмурат"
СангаджиеваБ,"Сангаджиева, Бося Бадмаевна",Q4407455,1,f,female,NA,NA,1921,2001,"Сангаджиева, Б.; Сангаджиева, Бося"
СангиВМ,"Санги, Владимир Михайлович",Q4407468,1,m,male,NA,NA,1935,NA,"Санги, В.; Санги, В. М.; Санги, Владимир"
СангулияШ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сангулия, Ш."
СандЖ,"Санд, Жорж",Q3816,1,m,female,NA,NA,1803;1804,1876,"Санд, Жорж"
СандМ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Санд, М."
СандбергИ,"Сандберг, Ингер",Q4569492,1,m,female,NA,NA,1930,NA,"Сандберг, Ингер"
СандбергЛ,"Сандберг, Лассе",Q4568331,1,m,male,NA,NA,1924,2008,"Сандберг, Лассе"
СандгpcЭ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сандгpc, Э."
СандлерЛИ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сандлер, Л.; Сандлер, Л. И."
СанеевВ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Санеев, Виктор"
СанжинБ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Санжин, Б."
СанинА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Санин, А.; Санин, Александр"
СанинаР,NA,NA,NA,f,NA,NA,NA,NA,NA,"Санина, Рина"
СанкритьяянР,"Санкритьяян, Рахул",Q3351937,1,-,male,NA,NA,1893,1963,"Санкритьяян, Рахул"
СантароваА,"Сантарова, Алёна",Q42430490,1,f,female,NA,NA,1923,1967,"Сантарова, А."
СаньШ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сань, Шан-фей; Сань, Шан-фэй; Сань, Шань-Фэй"
СапаевВ,"Сапаев, Василий Фёдорович",Q108773791,1,m,male,NA,NA,1923,1990,"Сапаев, Василий"
СапаринВ,"Сапарин, Виктор Степанович",Q4408032,1,m,male,NA,NA,1905,1970,"Сапарин, В."
СапаринаЕВ,"Сапарина, Елена Викторовна",Q14889338,1,f,female,NA,NA,1931,NA,"Сапарина, Е. В.; Сапарина, Елена"
СапаровX,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сапаров, X."
СапаровА,"Сапаров, Ариф Васильевич",Q4408035,1,m,male,NA,NA,1912,1973,"Сапаров, А.; Сапаров, Ариф"
СапгирГВ,"Сапгир, Генрих Вениаминович",Q2166641,1,m,male,NA,NA,1928,1999,"Сапгир, Г.; Сапгир, Г. В.; Сапгир, Генрих"
СапожниковВК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сапожников, В. К."
СапожниковЛА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сапожников, Л. А."
СапроновВ,"Сапронов, Владимир Сергеевич",Q4408134,1,m,male,NA,NA,1939,2019,"Сапронов, Владимир"
СапроноваН,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сапронова, Н."
Сапрыгина-АнтипинаЛС,NA,NA,NA,f,NA,NA,NA,NA,NA,"Сапрыгина-Антипина, Л. С."
СапрыкинВМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сапрыкин, В.; Сапрыкин, В. М."
СараевАX,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сараев, А. X."
СарайкинИА,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сарайкин, И. А."
СаракаевX,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саракаев, X."
СаракаевХ,"Саракаев, Хамзат Ибрагим",Q4408301,1,m,male,NA,NA,1927,2013,"Саракаев, Хамзат"
СараквашаТА,NA,NA,NA,-,NA,NA,NA,NA,NA,"Саракваша, Т. А."
СаранчинК,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саранчин, К."
СарафидисКИ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сарафидис, К. И."
СарбиР,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сарби, Р."
СарбиРВ,NA,NA,NA,-,NA,NA,NA,NA,NA,"Сарби, Р. В."
СаргаскаевС,"Саргаскаев, Сансызбай Биболатович",Q12560945,1,m,male,NA,NA,1925,1995,"Саргаскаев, С.; Саргаскаев, Сансызбай"
СаргиджанА,"Саргиджан, Амир",Q2272771,1,-,male,NA,NA,1902,1974,"Саргиджан, А."
Саркизов-СеразиниИ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Саркизов-Серазини, И."
СаркисоваТ,NA,NA,NA,f,NA,NA,NA,NA,NA,"Саркисова, Т."
СарновБМ,"Сарнов, Бенедикт Михайлович",Q4408719,1,m,male,NA,NA,1927,2014,"Сарнов, Б.; Сарнов, Б. М."
СароянУ,"Сароян, Уильям",Q207356,1,m,male,NA,NA,1908,1981,"Сароян, Уильям"
СарпинскийМ,NA,NA,NA,m,NA,NA,NA,NA,NA,"Сарпинский, М."
