author_std,fullname,qid,gender,birth_year,death_year,author
АлыкуловЖ,NA,NA,m,NA,NA,"Алыкулов, Ж."
АлымовВ,NA,NA,m,NA,NA,"Алымов, В."
АльбертиР,"Альберти, Рафаэль",Q118936,m,1902,1999,"Альберти, Р."
АльбиртИ,"Альбирт, Иосиф",Q108612403,m,1907,1987,"Альбирт, Иосиф"
АльбоваН,NA,NA,f,NA,NA,"Альбова, Н."
АльгерчикВМ,NA,NA,NA,NA,NA,"Альгерчик, В. М."
АльдимН,NA,NA,NA,NA,NA,"Альдим, Н."
АльмедингенТА,NA,NA,NA,NA,NA,"Альмединген, Т. А."
АльнерГ,NA,NA,NA,NA,NA,"Альнер, Г."
АльперинА,NA,NA,m,NA,NA,"Альперин, А."
АльперовичЮ,"Альперович, Юрий Израилевич",Q3154165,m,1933,2008,"Альперович, Ю.; Альперович, Юрий"
АльтовГС,"Альтов, Генрих Саулович",Q737626,m,1926,1998,"Альтов, Г.; Альтов, Г. С.; Альтов, Генрих"
АльтшулерС,NA,NA,NA,NA,NA,"Альтшулер, С."
АльтшулерСВ,NA,NA,NA,NA,NA,"Альтшулер, С. В."
АльтшуллерМА,NA,NA,NA,NA,NA,"Альтшуллер, М. А."
АльфароО,"Альфаро, Оскар",Q2032642,m,1921,1963,"Альфаро, О."
АльфредГ,NA,NA,NA,NA,NA,"Альфред, Г."
АльфтанР,NA,NA,NA,NA,NA,"Альфтан, Р."
АльхимовичСМ,NA,NA,NA,NA,NA,"Альхимович, С. М."
АмановВ,NA,NA,m,NA,NA,"Аманов, В."
АматуниПГ,"Аматуни, Петроний Гай",Q4063982,m,1916,1982,"Аматуни, П.; Аматуни, П. Г.; Аматуни, Петроний; Аматуни, Петроний Гай."
АмелинАН,NA,NA,m,NA,NA,"Амелин, А. Н."
АметоваН,NA,NA,f,NA,NA,"Аметова, Нина"
АметоваЭ,NA,NA,f,NA,NA,"Аметова, Эмма"
АминовМ,NA,NA,m,NA,NA,"Аминов, Магомед-Загид"
АмирМ,"Амир, Мирсай",Q4296282,m,1906,1980,"Амир, М.; Амир, Мирсай"
АмириГ,"Амири, Гайнан",Q16635518,m,1911,1982,"Амири, Гайнан"
АмирханФ,"Амирхан, Фатих Зарифович",Q2426955,m,1886,1926,"Амирхан, Ф."
АмитЭ,"Амит, Эмиль",Q96464281,m,1938,2002,"Амит, Э."
АмлинскийВИ,"Амлинский, Владимир Ильич",Q4064411,m,1935,1989,"Амлинский, В. И.; Амлинский, Владимир"
АммонГА,NA,NA,NA,NA,NA,"Аммон, Г. А."
АмоиовР,NA,NA,m,NA,NA,"Амоиов, Р."
АмоновВБ,NA,NA,m,NA,NA,"Амонов, В. Б."
АмоновР,NA,NA,m,NA,NA,"Амонов, Р."
АмосовНК,NA,NA,m,NA,NA,"Амосов, Н. К."
АмосоваТ,NA,NA,f,NA,NA,"Амосова, Т."
АмпелоновАЛ,NA,NA,m,NA,NA,"Ампелонов, А. Л."
АмурскийИЕ,NA,NA,m,NA,NA,"Амурский, И. Е."
АмусинаР,NA,NA,f,NA,NA,"Амусина, Р."
АмыльскийН,NA,NA,m,NA,NA,"Амыльский, Н."
АнандМР,"Ананд, Мулк Радж",Q732434,m,1905,2004,"Ананд, М. Р.; Ананд, Мулк Радж"
АнаньинВА,NA,NA,m,NA,NA,"Ананьин, В. А."
АнаньинВИ,NA,NA,m,NA,NA,"Ананьин, В. И."
АнаньинИ,NA,NA,m,NA,NA,"Ананьин, И."
АнанянВС,"Ананян, Вахтанг Степанович",Q8099813,m,1905,1980,"Ананян, В.; Ананян, В. С.; Ананян, Вахтанг"
Анар,"Анар,",Q633750,m,1938,NA,Анар
АнарбаевС,NA,NA,m,NA,NA,"Анарбаев, С.; Анарбаев, Суннатулла"
АнастасьевН,"Анастасьев, Николай Аркадьевич",Q4064924,m,1940,2021,"Анастасьев, Н.А."
АнашенковБА,NA,NA,m,NA,NA,"Анашенков, Б. А."
АнашкинА,NA,NA,m,NA,NA,"Анашкин, Александр"
АнгаладянРС,"Ангаладян, Рубен Саркисович",Q16398471,m,1947,NA,"Ангаладян, Р. С."
АнгелинаП,"Ангелина, Паша  ;Ангелина, Прасковья Никитична",Q1964769,f,1912,1959,"Ангелина, П."
АнгеловЦ,NA,NA,m,NA,NA,"Ангелов, Цветан"
АнденкоИ,NA,NA,m,NA,NA,"Анденко, И.; Анденко, Иван"
АнденкоИЕ,NA,NA,NA,NA,NA,"Анденко, И. Е."
АндервудВ,NA,NA,NA,NA,NA,"Андервуд, В."
АндерсенГХ,"Андерсен, Ганс Христиан ;Андерсен, Ханс Кристиан",Q5673,m,1805,1875,"Андерсен, Г. X.; Андерсен, Г.-Х.; Андерсен, Ганс Христиан; Андерсен, Х.-К.; Андерсен, Ханс Кристиан; Андерсен, Х. К.; Андерсен, X. К."
АндерсенЛЭ,NA,NA,NA,NA,NA,"Андерсен, Л. Э."
АндерсенН,"Андерсен-Нексё, Мартин",Q168569,m,1869,1954,"Андерсен, Нексе Мартин"
АндорП,NA,NA,NA,NA,NA,"Андор, П."
АндреМ,NA,NA,NA,NA,NA,"Андре, Марти"
Андреев-КривичСА,"Андреев-Кривич, Сергей Алексеевич",Q4065544,m,1906,1973,"Андреев-Кривич, С.; Андреев-Кривич, С. А.; Андреев-Кривич, Сергей"
АндреевА,"Андреев, Александр Дмитриевич",Q71167876,m,1915,1975,"Андреев, Александр"
АндреевАА,"Андреев, Анатолий Александрович",Q4065420,m,1947,2003,"Андреев, А. А."
АндреевБГ,NA,NA,m,NA,NA,"Андреев, Б. Г."
АндреевВ,NA,NA,m,NA,NA,"Андреев, В.; Андреев, Виль"
АндреевЕ,NA,NA,m,NA,NA,"Андреев, Е.; Андреев, Евгений"
АндреевИФ,NA,NA,m,NA,NA,"Андреев, И. Ф."
АндреевК,NA,NA,m,NA,NA,"Андреев, К.; Андреев, Кирилл"
АндреевЛ,NA,NA,m,NA,NA,"Андреев, Леонид"
АндреевЛН,"Андреев, Леонид Николаевич",Q310866,m,1871,1919,"Андреев, Л.; Андреев, Л. Н."
АндреевМ,NA,NA,m,NA,NA,"Андреев, М."
АндреевН,NA,NA,m,NA,NA,"Андреев, Н."
АндреевНВ,NA,NA,m,NA,NA,"Андреев, Н. В."
АндреевНИ,NA,NA,m,NA,NA,"Андреев, Н. И."
АндреевП,NA,NA,m,NA,NA,"Андреев, П.; Андреев, Петр"
АндреевС,NA,NA,m,NA,NA,"Андреев, С."
АндреевСА,NA,NA,m,NA,NA,"Андреев, С. А."
АндреевСН,NA,NA,m,NA,NA,"Андреев, С. Н."
АндреевЮ,NA,NA,m,NA,NA,"Андреев, Ю.; Андреев, Юрий"
АндреевЮА,"Андреев, Юрий Андреевич",Q4065539,m,1930,2009,"Андреев, Ю. А."
АндреевЮИ,"Андреев, Юрий Иванович",Q4065540,m,1936,2018,"Андреев, Ю. И."
Андреева-ЭльбаВ,NA,NA,f,NA,NA,"Андреева-Эльба, В."
АндрееваВ,NA,NA,f,NA,NA,"Андреева, В."
АндрееваЕВ,NA,NA,f,1900,1977,"Андреева, Е.; Андреева, Е. В.; Андреева, Екатерина"
АндрееваЕИ,NA,NA,f,NA,NA,"Андреева, Е. И."
АндрееваИ,NA,NA,f,NA,NA,"Андреева, И."
АндрееваЛ,NA,NA,f,NA,NA,"Андреева, Л."
АндрееваМ,NA,NA,f,NA,NA,"Андреева, М."
АндрееваМВ,NA,NA,f,NA,NA,"Андреева, М. В."
АндреевскаяВ,NA,NA,f,NA,NA,"Андреевская, В.; Андреевская, Вера"
Андрей,NA,NA,m,NA,NA,Андрей
АндрейчиковЮ,NA,NA,m,NA,NA,"Андрейчиков, Ю."
АндренкоЛ,NA,NA,NA,NA,NA,"Андренко, Л."
АндреяновН,NA,NA,m,NA,NA,"Андреянов, Н."
АндриановАТ,NA,NA,m,NA,NA,"Андрианов, А. Т."
АндриановФК,NA,NA,m,NA,NA,"Андрианов, Ф.; Андрианов, Ф. К.; Андрианов, Федор"
АндриановЮ,"Андрианов, Юрий Иванович",NA,m,NA,NA,"Андрианов, Ю.; Андрианов, Юрий"
АндриановаГП,NA,NA,f,NA,NA,"Андрианова, Г. П."
АндриасовМ,"Андриасов, Михаил Андраникович ;Андриасов, Михаил Андреевич",Q4065947,m,1914,1984,"Андриасов, Мих."
АндриевичВ,NA,NA,NA,NA,NA,"Андриевич, В."
АндриевичВВ,NA,NA,NA,NA,NA,"Андриевич, В. В."
АндриевскаяВ,NA,NA,f,NA,NA,"Андриевская, В."
АндриевскаяМ,NA,NA,f,NA,NA,"Андриевская, М."
АндричИ,"Андрич, Иво",,m,,,
АндрониковИЛ,"Андроников, Ираклий Луарсабович",Q3154265,m,1908,1990,"Андроников, И.; Андроников, И. Л.; Андроников, Ираклий"
АндроновАФ,NA,NA,m,NA,NA,"Андронов, А. Ф."
АндроновС,NA,NA,m,NA,NA,"Андронов, Сергей"
АндроповС,NA,NA,m,NA,NA,"Андропов, Сергей"
АндрусевММ,NA,NA,m,NA,NA,"Андрусев, М. М."
АндрусеваЕМ,NA,NA,f,NA,NA,"Андрусева, Е. М."
АндрусонЛ,"Андрусон, Леонид Иванович",Q4066102,m,1875,1930,"Андрусон, Л."
АндрущенкоАИ,NA,NA,NA,NA,NA,"Андрущенко, А. И."
АндрэМ,NA,NA,NA,NA,NA,"Андрэ, М."
АндрющенкоН,NA,NA,NA,NA,NA,"Андрющенко, Н."
АникинВВ,NA,NA,m,NA,NA,"Аникин, В. В."
АникинВП,NA,NA,m,NA,NA,"Аникин, В. П."
АникинГЛ,NA,NA,m,NA,NA,"Аникин, Г. Л."
АникинаЕ,NA,NA,f,NA,NA,"Аникина, Е."
АнинМ,NA,NA,m,NA,NA,"Анин, М."
АнисимковаМК,"Анисимкова, Маргарита Кузьминична",Q105810515,f,1928,2013,"Анисимкова, М. К."
АнисимовА,"Анисимов, Александр Ильич",NA,m,NA,NA,"Анисимов, А."
АнисимовВИ,NA,NA,m,NA,NA,"Анисимов, В. И."
АнисимовЛ,NA,NA,m,NA,NA,"Анисимов, Л."
АнисимовП,NA,NA,m,NA,NA,"Анисимов, П."
АнисимовС,"Анисимов, Сергей Сергеевич",Q42302113,m,1876,1948,"Анисимов, С."
АнисимоваА,NA,NA,f,NA,NA,"Анисимова, А."
АнисимоваАИ,NA,NA,f,NA,NA,"Анисимова, А. И.; Анисимова, Александра"
АнисимоваАП,NA,NA,f,NA,NA,"Анисимова, А. П."
АнисимоваВ,NA,NA,f,NA,NA,"Анисимова, В."
АнисимоваМ,NA,NA,f,NA,NA,"Анисимова, М."
АнищенкоА,NA,NA,NA,NA,NA,"Анищенко, А."
АнищенкоВС,NA,NA,NA,NA,NA,"Анищенко, В. С."
АнкоЮ,"Анко, Юрий Михайлович",Q4066478,m,1930,1960,"Анко; Анко, Юрий"
АнненковЮЛ,"Анненков, Юлий Лазаревич",Q4066637,m,1919,2008,"Анненков, Ю.; Анненков, Ю. Л.; Анненков, Юлий"
АнненковаЭ,NA,NA,f,NA,NA,"Анненкова, Э."
АнненскаяА,"Анненская, Александра Никитична",Q4066649,f,1840,1915,"Анненская, А."
АннусК,NA,NA,NA,NA,NA,"Аннус, К.-П."
АновН,"Анов, Николай Иванович",Q12556272,m,1891,1980,"Анов, Николай"
АнохинПЛ,NA,NA,m,NA,NA,"Анохин, П.; Анохин, П. Л."
АнохинаЭ,"Анохина, Элеонора Алексеевна",Q30250595,f,1930,NA,"Анохина, Элеонора"
АношкинИФ,NA,NA,m,NA,NA,"Аношкин, И. Ф."
АношкинМ,"Аношкин, Михаил Петрович",Q28665192,m,1921,1982,"Аношкин, М.; Аношкин, Михаил"
АнтипинАН,"Антипин, Афанасий Никитич",Q4067058,m,1922,1980,"Антипин, А.; Антипин, А. Н.; Антипин, Афанасий"
АнтипинС,NA,NA,m,NA,NA,"Антипин, С."
АнтиповГ,"Антипов, Георгий Иванович",Q4067097,m,1923,1962,"Антипов, Г."
АнтокольскийАА,"Антокольский, Александр Альбертович",Q4067173,m,1916,1999,"Антокольский, А.; Антокольский, А. А.; Антокольский, Александр"
АнтоневичМ,NA,NA,f,NA,NA,"Антоневич, М.; Антоневич, Мария"
Антоненко-ДавидовичБ,"Антоненко-Давидович, Борис Дмитриевич",Q2607629,m,1899,1984,"Антоненко-Давидович, Б."
Антониорроблес,"Антониорроблес,",Q5700435,m,1895,1983,Антониорроблес
АнтоновИ,NA,NA,m,NA,NA,"Антонов, Иван"
АнтоновОК,NA,NA,m,NA,NA,"Антонов, О. К."
АнтоновСП,"Антонов, Сергей Петрович",Q2387150,m,1915,1995,"Антонов, С. П.; Антонов, Сергей"
АнтоновСФ,NA,NA,m,NA,NA,"Антонов, С.; Антонов, С. Ф."
АнтоноваЛВ,NA,NA,f,NA,NA,"Антонова, Л.; Антонова, Л. В.; Антонова, Любовь"
АнтоноваТ,NA,NA,f,NA,NA,"Антонова, Тамара"
АнтошинС,NA,NA,m,NA,NA,"Антошин, С."
АнтошкинВМ,NA,NA,m,NA,NA,"Антошкин, В.; Антошкин, В. М."
АнтроповМ,NA,NA,m,NA,NA,"Антропов, М."
АнтрушинА,NA,NA,m,NA,NA,"Антрушин, А."
АнужисВ,NA,NA,NA,NA,NA,"Анужис, В."
АнуфриевАМ,"Ануфриев, Анатолий Михайлович",NA,m,NA,NA,"Ануфриев, А. М."
АнуфриевПА,NA,NA,m,NA,NA,"Ануфриев, П. А."
АнучинВ,NA,NA,m,NA,NA,"Анучин, В."
АнфиловГ,"Анфилов, Глеб Борисович",Q4067742,m,1923,1971,"Анфилов, Г.; Анфилов, Глеб"
АнциферовВ,NA,NA,m,NA,NA,"Анциферов, Валентин"
АнчаровМА,NA,NA,m,NA,NA,"Анчаров, М. А."
АньХ,NA,NA,NA,NA,NA,"Ань, Хоанг"
АнэК,"Анэ, Клод",Q1096435,m,1868,1931,"Анэ, К."
АпетовЕ,NA,NA,m,NA,NA,"Апетов, Е."
АполлоновВ,NA,NA,m,NA,NA,"Аполлонов, В.; Аполлонов, Владимир"
АппаевТX,NA,NA,m,NA,NA,"Аппаев, Т. X."
АппаковаД,"Аппакова, Даржия Сейфулловна",Q13204097,f,1898,1948,"Аппакова, Д."
АприловБ,"Априлов, Борис",Q3656092,m,1921,1995,"Априлов, Борис"
АпришкоГД,NA,NA,NA,NA,NA,"Апришко, Г. Д."
АптулайП,NA,NA,NA,NA,NA,"Аптулай, Пасет"
АрабейЛЛ,NA,NA,m,NA,NA,"Арабей, Л. Л."
АраксманянА,NA,NA,NA,NA,NA,"Араксманян, Александр"
АракчеевЮС,NA,NA,m,NA,NA,"Аракчеев, Ю. С.; Аракчеев, Юрий"
АрамилевИ,"Арамилев, Иван Андреевич",Q22681228,m,1895,1954,"Арамилев, И.; Арамилев, Иван"
АрамянВ,"Арамян, Вальтер Геворкович",Q13054909,m,1909,1994,"Арамян, В.; Арамян, Вальтер"
АрановичЛ,NA,NA,NA,NA,NA,"Аранович, Л."
АрановскийМ,NA,NA,m,NA,NA,"Арановский, М."
АрапкинЮ,NA,NA,m,NA,NA,"Арапкин, Юрий"
АраповЕА,NA,NA,m,NA,NA,"Арапов, Е. А.; Арапов, Евгений"
АраслыЭ,"Араслы, Эльвира Алиевна",Q62712726,f,1937,NA,"Араслы, Э."
АрбатЮ,NA,NA,m,NA,NA,"Арбат, Ю.; Арбат, Юрий"
АрбатовП,NA,NA,m,NA,NA,"Арбатов, П."
